h,h_label,r,t,t_label,tau_start,tau_end,l_h_lat,l_h_lon,l_t_lat,l_t_lon,vi_context,source
Các địa điểm về phong trào đấu tranh chống thực dân Pháp của đồng bào M'nông do N'Trang Lơng lãnh đạo,Các địa điểm về phong trào đấu tranh chống thực dân Pháp của đồng bào M'nông do N'Trang Lơng lãnh đạo,locatedIn,Lâm Đồng,Lâm Đồng,2007,2007,,,,,Tuy Đức; Lịch sử; vùng Nam Trung Bộ,Wikipedia-Heritage
"Địa điểm bắt liên lạc khai thông đường Hồ Chí Minh – đoạn Nam Tây Nguyên đến Đông Nam Bộ, 10/1960","Địa điểm bắt liên lạc khai thông đường Hồ Chí Minh – đoạn Nam Tây Nguyên đến Đông Nam Bộ, 10/1960",locatedIn,Lâm Đồng,Lâm Đồng,2011,2011,,,,,Gia Nghĩa; Lịch sử; vùng Nam Trung Bộ,Wikipedia-Heritage
"Địa điểm chiến thắng Chiến dịch Tây Quảng Đức (11/1973 - 4/1974, Chi khu Kiến Đức)","Địa điểm chiến thắng Chiến dịch Tây Quảng Đức (11/1973 - 4/1974, Chi khu Kiến Đức)",locatedIn,Lâm Đồng,Lâm Đồng,2020,2020,,,,,"Kiến Đức, Đăk R'Lấp; Lịch sử; vùng Nam Trung Bộ",Wikipedia-Heritage
Mộ Cự thạch Hàng Gòn,Mộ Cự thạch Hàng Gòn,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2015,2015,,,,,Long Khánh; Lịch sử Khảo cổ đặc biệt; vùng Đông Nam Bộ,Wikipedia-Heritage
Nhà Xanh,Nhà Xanh,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1986,1986,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Đài Chiến sĩ (Đài kỷ niệm),Đài Chiến sĩ (Đài kỷ niệm),locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1988,1988,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Khu Danh thắng Bửu Long,Khu Danh thắng Bửu Long,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1990,1990,,,,,Biên Hòa; Danh thắng; vùng Đông Nam Bộ,Wikipedia-Heritage
Chùa Đại Giác,Chùa Đại Giác,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1990,1990,,,,,Biên Hòa; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Trịnh Hoài Đức,Trịnh Hoài Đức,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1990,1990,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Đình Tân Lân,Đình Tân Lân,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1991,1991,,,,,Biên Hòa; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Đền thờ Nguyễn Hữu Cảnh,Đền thờ Nguyễn Hữu Cảnh,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1991,1991,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Chùa Long Thiền,Chùa Long Thiền,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1991,1991,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Nhà hội Bình Trước,Nhà hội Bình Trước,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1991,1991,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Quảng trường Sông Phố,Quảng trường Sông Phố,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1991,1991,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Nguyễn Tri Phương,Nguyễn Tri Phương,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1992,1992,,,,,Biên Hòa; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Nơi diễn ra cuộc nổi dậy phá Nhà lao Tân Hiệp 02/12/1956,Nơi diễn ra cuộc nổi dậy phá Nhà lao Tân Hiệp 02/12/1956,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1994,1994,,,,,Biên Hòa; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
"Mộ, Đền thờ Đoàn Văn Cự & 16 Nghĩa binh Thiên Địa Hội","Mộ, Đền thờ Đoàn Văn Cự & 16 Nghĩa binh Thiên Địa Hội",locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1998,1998,,,,,Biên Hòa; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Chùa Ông (Biên Hòa),Chùa Ông (Biên Hòa),locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2001,2001,,,,,Biên Hòa; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Thành cổ Biên Hòa,Thành cổ Biên Hòa,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2013,2013,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Đình An Hòa,Đình An Hòa,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1989,1989,,,,,Long Thành; Kiến trúc nghệ thuật; vùng Đông Nam Bộ,Wikipedia-Heritage
Văn miếu Trấn Biên,Văn miếu Trấn Biên,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2016,2016,,,,,Biên Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Tòa hành chính tỉnh Long Khánh,Tòa hành chính tỉnh Long Khánh,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1988,1988,,,,,Long Khánh; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Mộ Nguyễn Đức Ứng và 27 Nghĩa binh chống Pháp,Mộ Nguyễn Đức Ứng và 27 Nghĩa binh chống Pháp,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1994,1994,,,,,Long Thành; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Ngã ba Giồng Sắn (Địa điểm Vụ thảm sát Giồng Sắn),Ngã ba Giồng Sắn (Địa điểm Vụ thảm sát Giồng Sắn),locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2014,2014,,,,,Nhơn Trạch; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa đạo Nhơn Trạch,Địa đạo Nhơn Trạch,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2001,2001,,,,,Nhơn Trạch; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Căn cứ Sở Chỉ huy Đặc khu Quân sự Rừng Sác và Đoàn 10 Đặc công Rừng Sác,Căn cứ Sở Chỉ huy Đặc khu Quân sự Rừng Sác và Đoàn 10 Đặc công Rừng Sác,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2014,2014,,,,,Nhơn Trạch; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Chiến khu Đ,Chiến khu Đ,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1997,1997,,,,,Vĩnh Cửu; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa đạo Suối Linh,Địa đạo Suối Linh,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1999,1999,,,,,Vĩnh Cửu; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Căn cứ Trung ương Cục miền Nam,Căn cứ Trung ương Cục miền Nam,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2001,2001,,,,,Vĩnh Cửu; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm chiến thắng La Ngà,Địa điểm chiến thắng La Ngà,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1986,1986,,,,,Định Quán; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Đá Ba Chồng,Đá Ba Chồng,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1988,1988,,,,,Định Quán; Danh thắng; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm thành lập Đoàn 125. Tiền thân của lực lượng vũ trang đoàn kết cứu nước Campuchia,Địa điểm thành lập Đoàn 125. Tiền thân của lực lượng vũ trang đoàn kết cứu nước Campuchia,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2011,2011,,,,,Cẩm Mỹ; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Núi Chứa Chan,Núi Chứa Chan,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2012,2012,,,,,Xuân Lộc; Danh thắng cảnh; vùng Đông Nam Bộ,Wikipedia-Heritage
Vườn quốc gia Cát Tiên,Vườn quốc gia Cát Tiên,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2011,2011,,,,,"Đồng Nai, Lâm Đồng; Danh thắng đặc biệt; vùng Đông Nam Bộ",Wikipedia-Heritage
Căn cứ Tà Thiết,Căn cứ Tà Thiết,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1988,1988,,,,,"Lộc Thịnh, Lộc Ninh; Lịch sử văn hóa cách mạng; vùng Đông Nam Bộ",Wikipedia-Heritage
Núi Bà Rá,Núi Bà Rá,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1995,1995,,,,,Sơn Giang; Lịch sử danh thắng; vùng Đông Nam Bộ,Wikipedia-Heritage
Mộ 3000 đồng bào An Lộc bị đế quốc Mỹ tàn sát ngày 03/10/1972,Mộ 3000 đồng bào An Lộc bị đế quốc Mỹ tàn sát ngày 03/10/1972,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1985,1985,,,,,An Lộc; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Nhà giao tế Lộc Ninh,Nhà giao tế Lộc Ninh,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1986,1986,,,,,Lộc Ninh; Lịch sử văn hóa cách mạng; vùng Đông Nam Bộ,Wikipedia-Heritage
Sân bay quân sự Lộc Ninh,Sân bay quân sự Lộc Ninh,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1986,1986,,,,,"Lộc Ninh, Lộc Ninh; Lịch sử; vùng Đông Nam Bộ",Wikipedia-Heritage
Bồn xăng kho nhiên liệu VK98,Bồn xăng kho nhiên liệu VK98,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1989,1989,,,,,Lộc Quang; Lịch sử cách mạng đặc biệt; vùng Đông Nam Bộ,Wikipedia-Heritage
Bồn xăng kho nhiên liệu VK99,Bồn xăng kho nhiên liệu VK99,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1989,1989,,,,,Lộc Hòa; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Điểm cuối Đường ống xăng dầu VK96,Điểm cuối Đường ống xăng dầu VK96,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2014,2014,,,,,Bù Gia Mập; Lịch sử cách mạng đặc biệt; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm căn cứ Cục hậu cần Quân giải phóng miền Nam Việt Nam (1973-1975),Địa điểm căn cứ Cục hậu cần Quân giải phóng miền Nam Việt Nam (1973-1975),locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2014,2014,,,,,Lộc Hiệp; Lịch sử cách mạng; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm Cuộc nổi dậy của đồng bào Stiêng,Địa điểm Cuộc nổi dậy của đồng bào Stiêng,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1989,1989,,,,,"Lộc Hòa, Lộc Ninh; Lịch sử văn hóa; vùng Đông Nam Bộ",Wikipedia-Heritage
Phú Riềng Đỏ,Phú Riềng Đỏ,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,1999,1999,,,,,Thuận Phú; Lịch sử cách mạng; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm chiến thắng chốt chặn Tàu Ô,Địa điểm chiến thắng chốt chặn Tàu Ô,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2012,2012,,,,,Hớn Quản; Lịch sử cách mạng; vùng Đông Nam Bộ,Wikipedia-Heritage
Chiến thắng Đồng Xoài,Chiến thắng Đồng Xoài,locatedIn,Thành phố Đồng Nai,Thành phố Đồng Nai,2014,2014,,,,,Đồng Xoài; Lịch sử cách mạng; vùng Đông Nam Bộ,Wikipedia-Heritage
Căn cứ Trung ương cục miền Nam,Căn cứ Trung ương cục miền Nam,locatedIn,Tây Ninh,Tây Ninh,2012,2012,,,,,"Tân Lập, Tân Biên; Lịch sử đặc biệt; vùng Đông Nam Bộ",Wikipedia-Heritage
Địa điểm Ban Dân y Trung ương Cục miền Nam,Địa điểm Ban Dân y Trung ương Cục miền Nam,locatedIn,Tây Ninh,Tây Ninh,2020,2020,,,,,"Tân Lập, Tân Biên; Lịch sử; vùng Đông Nam Bộ",Wikipedia-Heritage
Căn cứ Dương Minh Châu,Căn cứ Dương Minh Châu,locatedIn,Tây Ninh,Tây Ninh,1999,1999,,,,,Dương Minh Châu; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Căn cứ Tỉnh ủy Tây Ninh tại Bời Lời,Căn cứ Tỉnh ủy Tây Ninh tại Bời Lời,locatedIn,Tây Ninh,Tây Ninh,1999,1999,,,,,Trảng Bàng; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Căn cứ Ban an ninh Trung ương cục miền Nam,Căn cứ Ban an ninh Trung ương cục miền Nam,locatedIn,Tây Ninh,Tây Ninh,1995,1995,,,,,Tân Biên; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Tòa thánh Cao Đài,Tòa thánh Cao Đài,locatedIn,Tây Ninh,Tây Ninh,,,,,,,Hòa Thành; Lịch sử kiến trúc tôn giáo; vùng Đông Nam Bộ,Wikipedia-Heritage
Núi Bà Đen,Núi Bà Đen,locatedIn,Tây Ninh,Tây Ninh,1989,1989,,,,,"Thạnh Tân, Tp. Tây Ninh; Lịch sử văn hóa; vùng Đông Nam Bộ",Wikipedia-Heritage
Địa điểm Chiến thắng Junction City,Địa điểm Chiến thắng Junction City,locatedIn,Tây Ninh,Tây Ninh,2013,2013,,,,,Tân Châu; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm Vành đai diệt Mỹ Trảng Lớn,Địa điểm Vành đai diệt Mỹ Trảng Lớn,locatedIn,Tây Ninh,Tây Ninh,2013,2013,,,,,Châu Thành; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm thành lập cơ sở Đảng Cộng sản đầu tiên tỉnh Tây Ninh,Địa điểm thành lập cơ sở Đảng Cộng sản đầu tiên tỉnh Tây Ninh,locatedIn,Tây Ninh,Tây Ninh,2013,2013,,,,,Châu Thành; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Nhà trăm cột,Nhà trăm cột,locatedIn,Tây Ninh,Tây Ninh,1997,1997,,,,,Cần Đước; style=white-space:nowrap|Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Chùa Phước Lâm,Chùa Phước Lâm,locatedIn,Tây Ninh,Tây Ninh,2001,2001,,,,,Cần Đước; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Chùa Thới Bình,Chùa Thới Bình,locatedIn,Tây Ninh,Tây Ninh,1997,1997,,,,,Cần Giuộc; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Chùa Tôn Thạnh,Chùa Tôn Thạnh,locatedIn,Tây Ninh,Tây Ninh,1997,1997,,,,,Cần Giuộc; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Di tích khảo cổ Rạch Núi,Di tích khảo cổ Rạch Núi,locatedIn,Tây Ninh,Tây Ninh,1999,1999,,,,,Cần Giuộc; Lịch sử khảo cổ; vùng Đông Nam Bộ,Wikipedia-Heritage
Nhà cổ Thanh Phú Long,Nhà cổ Thanh Phú Long,locatedIn,Tây Ninh,Tây Ninh,2007,2007,,,,,Châu Thành; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Ngã tư Đức Hòa,Ngã tư Đức Hòa,locatedIn,Tây Ninh,Tây Ninh,1989,1989,,,,,Đức Hòa; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Căn cứ Bình Thành,Căn cứ Bình Thành,locatedIn,Tây Ninh,Tây Ninh,1998,1998,,,,,Đức Huệ; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Di tích Vàm Nhựt Tảo,Di tích Vàm Nhựt Tảo,locatedIn,Tây Ninh,Tây Ninh,1996,1996,,,,,Tân Trụ; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Nguyễn Hữu Thọ,Nguyễn Hữu Thọ,locatedIn,Tây Ninh,Tây Ninh,2015,2015,,,,,Bến Lức; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Đồn Long Khốt,Đồn Long Khốt,locatedIn,Tây Ninh,Tây Ninh,2019,2019,,,,,Vĩnh Hưng; Lịch sử văn hóa; vùng Đông Nam Bộ,Wikipedia-Heritage
Đại sứ quán Mỹ,Đại sứ quán Mỹ,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1976,1976,,,,,Quận 1; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Dinh Độc Lập,Dinh Độc Lập,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1976,1976,,,,,Quận 1; Lịch sử kiến trúc đặc biệt; vùng Đông Nam Bộ,Wikipedia-Heritage
Nơi thành lập Kỳ bộ Việt Nam Thanh niên cách mạng đồng chí Hội - năm 1928,Nơi thành lập Kỳ bộ Việt Nam Thanh niên cách mạng đồng chí Hội - năm 1928,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 1; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Nơi thành lập An Nam Cộng sản Đảng năm 1929,Nơi thành lập An Nam Cộng sản Đảng năm 1929,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 1; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Trụ sở báo Dân Chúng,Trụ sở báo Dân Chúng,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 1; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Địa điểm lưu niệm Chủ tịch Tôn Đức Thắng tại khu vực Ba Son,Địa điểm lưu niệm Chủ tịch Tôn Đức Thắng tại khu vực Ba Son,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,2016,2016,,,,,Quận 1; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Điện Ngọc Hoàng,Điện Ngọc Hoàng,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1994,1994,,,,,Quận 1; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
Miếu Thiên Hậu,Miếu Thiên Hậu,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1998,1998,,,,,Quận 1; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
Trụ sở Tòa án nhân dân Thành phố Hồ Chí Minh,Trụ sở Tòa án nhân dân Thành phố Hồ Chí Minh,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,2012,2012,,,,,Quận 1; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
Bảo tàng Lịch sử Thành phố Hồ Chí Minh,Bảo tàng Lịch sử Thành phố Hồ Chí Minh,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,2012,2012,,,,,Quận 1; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
Bảo tàng Thành phố Hồ Chí Minh,Bảo tàng Thành phố Hồ Chí Minh,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,2012,2012,,,,,Quận 1; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
Nhà hát Thành phố Hồ Chí Minh,Nhà hát Thành phố Hồ Chí Minh,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,2012,2012,,,,,Quận 1; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
Cơ sở Ban Tuyên huấn Xứ ủy Nam bộ,Cơ sở Ban Tuyên huấn Xứ ủy Nam bộ,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 3; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Cơ sở giấu vũ khí của Biệt động Thành đánh dinh Độc Lập,Cơ sở giấu vũ khí của Biệt động Thành đánh dinh Độc Lập,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 3; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Sở Chỉ huy tiền phương Phân khu 6 trong chiến dịch Mậu Thân 1968,Sở Chỉ huy tiền phương Phân khu 6 trong chiến dịch Mậu Thân 1968,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 3; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Khu trại giam bệnh viện Chợ Quán - nơi đồng chí Trần Phú hy sinh,Khu trại giam bệnh viện Chợ Quán - nơi đồng chí Trần Phú hy sinh,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 5; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Nơi đồng chí Nguyễn Tất Thành ở trước khi ra đi tìm đường cứu nước,Nơi đồng chí Nguyễn Tất Thành ở trước khi ra đi tìm đường cứu nước,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1988,1988,,,,,Quận 5; Lịch sử; vùng Đông Nam Bộ,Wikipedia-Heritage
Hội quán Nghĩa Nhuận,Hội quán Nghĩa Nhuận,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1993,1993,,,,,Quận 5; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
Hội quán Tuệ Thành,Hội quán Tuệ Thành,locatedIn,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,1993,1993,,,,,Quận 5; Văn hóa kiến trúc; vùng Đông Nam Bộ,Wikipedia-Heritage
